Unnamed: 0,frontUserName,frontUserAvatar,content,createTime,picList,commentReplyVO,memberLevel,appendCommentVO,star,itemId,color,size
4313,张****言,http://yanxuan.nosdn.127.net/1257cc21820a0e62820edd05fee8e2e0,好 有点掉色 之前买了肤色,1538998964097,[],,4,,4,1193005,M,黑色
4314,花****烂,https://yanxuan.nosdn.127.net/900113f865b718df8400ca09b217987b,穿着舒适度很高，胸垫完全不会乱跑，唯一一点小缺憾就是会有点卷边。,1565879561775,[],,3,,5,1193005,S,肤色
4315,m****3,https://yanxuan.nosdn.127.net/6a9a65400d17fbde9e3017e35beeea2a.jpg,很合适，下水前不上跑，适合小胸,1565964686943,['https://yanxuan.nosdn.127.net/d91af5b21758ac162fd18623d28e6f7d.jpg'],,3,,5,1193005,S,黑色
4316,i****梅,http://yanxuan.nosdn.127.net/f058542a7c27b3d017c9d5ddc9577a20,材质很舒服，但是有点小小的味道😊,1538805019278,['https://yanxuan.nosdn.127.net/cc44d709d7c69e4b161fab1cbb880cf3.jpg'],,3,,4,1193005,M,黑色
4317,王****佳,https://yanxuan.nosdn.127.net/79a65ed3c49106f41ae1fecc23bdcad5,摸着质感不错，我162，105斤，但是我的围比较宽，买了L，很好，0束缚,1522820474696,"['https://yanxuan.nosdn.127.net/9abc3e7d06ea620aa2e0dfae7f811eab.jpg', 'https://yanxuan.nosdn.127.net/c66387b24f505a3a1fb86ffb46c848ac.jpg', 'https://yanxuan.nosdn.127.net/440e44cf36f4347de221040e70b2e6ee.jpg', 'https://yanxuan.nosdn.127.net/e20969edde6400bf964ac124d2c4ccff.jpg']",,2,,5,1193005,L,肤色
4318,1****3,,同样的码数黑色偏小，我说试穿的时候怎么黑色有点儿小，肤色更合适一点儿。严选没有唯品会退换货方便，而且运费还的自己承担，本来没多少钱，就不换也不退了。,1565956301333,"['https://yanxuan.nosdn.127.net/7833b5735cb1be8d812bd50ea906b476.jpg', 'https://yanxuan.nosdn.127.net/91cd4cfa05ff976add64f91b9ae477e8.jpg']",,2,,4,1193005,M,肤色
4319,m****3,https://yanxuan.nosdn.127.net/6a9a65400d17fbde9e3017e35beeea2a.jpg,很合适，下水前不上跑，适合小胸,1565964680999,['https://yanxuan.nosdn.127.net/904f8f5df60420b797ba143cff3ce2df.jpg'],,3,,5,1193005,S,肤色
4320,A****e,https://yanxuan.nosdn.127.net/809440c7af222edbc049b9168e8bde0d,很好穿，没有不适感，比我的其他内衣好穿太多了，不过有一点是不太防震。,1538401517887,[],,4,,5,1193005,L,黑色
4321,贾****,https://yanxuan.nosdn.127.net/c2eb9e60e7b8fbbf81011d2e85f5eb77,,1534079507761,['https://yanxuan.nosdn.127.net/2b9c9d60c491def7d33c193cc1e10617.jpg'],,5,,5,1193005,L,肤色
4322,1****5,,系统默认好评,1558978815951,[],,3,"{'id': 90604902, 'createTime': 1566003344005, 'content': '不太好，里面加了海绵垫不固定', 'picList': [], 'commentReplyVO': None}",3,1193005,S,黑色
4323,比****律,https://yanxuan.nosdn.127.net/9fcf8d0b38e53c07953a48fb3f572a1b.jpg,很好看很舒服，合身，棒棒哒,1533976107944,['https://yanxuan.nosdn.127.net/96ed533ea4b755194b9efc8ec6245737.jpg'],,5,,5,1193005,L,肤色
4324,R****y,https://yanxuan.nosdn.127.net/86495df9d42b7277ae0e66f91a4e36de,买过好几次了,1565712808216,[],,6,,5,1193005,M,黑色
4325,l****n,https://yanxuan.nosdn.127.net/3a1e8b6cce61ea9c4873e86ddd711768.jpg,不是很收，容易跑掉,1538096658208,[],,4,,4,1193005,M,肤色
4326,S****g,https://yanxuan.nosdn.127.net/e298d90912ea5d6bad6954d4d8bae906,比预想中的舒服，尺码也合适。没有钢圈支撑力没那么强，比较适合小胸。杯垫可以取出来，就比较松，容易移动。物美价廉,1522155589270,"['https://yanxuan.nosdn.127.net/3611d02725628c08234ba0f005fb8fcb.jpg', 'https://yanxuan.nosdn.127.net/8ab6a0dd61848e5312f1101b39b4eb57.jpg']",,5,,5,1193005,L,肤色
4327,l****i,,质量没有想象的好，侧翼插入海绵不够整洁，应该改为上侧插入，而且海绵太厚,1565545404966,[],,4,,3,1193005,L,肤色
4328,z****4,,虽然没那么好，但是这个价格可以了,1565928419131,[],,3,,5,1193005,M,肤色
4329,m****8,https://yanxuan.nosdn.127.net/67eb981b76b285eb56fe37d1808a68ec.jpg,同样的M号，这一次的胸垫却大了许多！没有上一个批次的合身，这个品控没有太好吧！,1565706687441,"['https://yanxuan.nosdn.127.net/cd30cf173a117bd4c9b136c6998ac56f.jpg', 'https://yanxuan.nosdn.127.net/eae5d123721109a03962a61e3fba48c7.jpg']","{'id': 20333905, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰，经核实不同批次商品可能会有轻微差别，小选会将您的商品反馈给相关团队，后期不断完善细节设计，如有疑问烦请联系客服解答哦~感谢您的热心反馈,也对给您造成的不便表示歉意！', 'createTime': '2019-08-14 14:55:21'}",6,,3,1193005,M,肤色
4330,辰****妈,http://yanxuan.nosdn.127.net/5b6aaa416d28756f5a29ea7d40e9755c,买了两件，穿着舒适，透气，无束缚。,1533882535529,['https://yanxuan.nosdn.127.net/0f040cafe7479ce70149887649e79a03.jpg'],,2,,5,1193005,M,黑色
4331,胡****兰,http://yanxuan.nosdn.127.net/14a1a62b677b00b8d02c3e33bfdce90b,值得购买，适合运动穿,1533879015977,['https://yanxuan.nosdn.127.net/0e75103bba5bb346cd4adbba527bacef.jpg'],,3,,5,1193005,L,黑色
4332,p****i,https://yanxuan.nosdn.127.net/10fa6f1a6d83218db8af1e570d925202.jpg,退了。,1565604125832,[],,5,,3,1193005,S,肤色
4333,辰****妈,http://yanxuan.nosdn.127.net/5b6aaa416d28756f5a29ea7d40e9755c,舒适柔软，凉爽宜人,1533882619775,['https://yanxuan.nosdn.127.net/fbf71f26c1fb08dd72a4dafc1b482517.jpg'],,2,,5,1193005,M,肤色
4334,啾****,https://yanxuan.nosdn.127.net/d9c7c55f35ef8b0a466e785b538382b8,无限回购，特别舒服，就是里面的海绵垫容易有霉点，晾晒的时候要单独晒,1565758737930,[],,4,,5,1193005,M,肤色
4335,x****3,,这次买的太让人失望了，外面的料子还是原来的料子，但是里面的垫子不一样了，比之前买的差远了,1538879821273,[],"{'id': 20236975, 'replyContent': '您好，严选一直致力于为消费者提供优质的产品与服务~此商品面料采用氨纶混合，锦纶混织，直接的柔嫩体验，棉柔似婴儿~多尺码可选洞洞透气杯，自然不闷，上薄下厚，立体承托结构，胸部保型不松垮~我们会努力做到更好，感谢您对网易严选的监督，希望您下次购物的时候，能够感受到严选的进步，祝您生活愉快！', 'createTime': '2018-10-07 15:27:09'}",3,,3,1193005,M,肤色
4336,笑****爷,http://nos.netease.com/mail-online/48ba841d01ee720d8893dc6f85256855/mail180x180.jpg,下围太容易卷了，有点别扭，不舒服。才穿一次就皱皱巴巴的了……,1565700532616,['https://yanxuan.nosdn.127.net/626b77dbd8da234db208ebe4bb13512a.jpg'],,2,,3,1193005,M,肤色
4337,虾****,https://yanxuan.nosdn.127.net/3ba469a11ccf662ae0a4a4f8096a38af,这款买了n次了，但是这次买的m号跟上次的不同。里头的海绵垫大了很多，但是外层规格和之前一样。导致加上海绵的时候，直接是突出来的，穿的时候更尴尬了，要一直调整。不知道是人为错误还是新的设计不合理。而且内衣买了还不能退，只能认栽了,1565829430712,"['https://yanxuan.nosdn.127.net/67e55e8d349dac813950c9d5a3fa1c12.jpg', 'https://yanxuan.nosdn.127.net/f29b5693c300ee3e32d154888e02c5f2.jpg', 'https://yanxuan.nosdn.127.net/890ea6188f85fb4394e055c532dbaee4.jpg']",,3,"{'id': 90429064, 'createTime': 1565829575420, 'content': '如果是设计更新了，请重视这个问题！这次改的真的很不合理！', 'picList': [], 'commentReplyVO': None}",1,1193005,L,黑色
4338,g****k,,系统默认好评,1559239016565,[],,2,"{'id': 90349450, 'createTime': 1565785320022, 'content': '这个下围勒得好紧，又不能调。穿一天下来好深的勒痕。按照尺寸买的，平时穿70a，这个选的s码，结果……哎，一分钱一分货，之前在ubra买的贵一些但是真的好舒服，大小也刚好。这个就真的不敢恭维，尺寸都不对，里面的垫也不好，两个品牌比下来真的差好多。', 'picList': [], 'commentReplyVO': None}",1,1193005,S,肤色
4339,P****_,http://yanxuan.nosdn.127.net/49032c813e90b8f822cac240755795b9,质量挺好的，没那么容易变形,1565534341222,[],,3,,4,1193005,S,黑色
4340,游****狼,https://yanxuan.nosdn.127.net/f4c2871b61d511bc873fe86a748c0e55,老婆喜欢 不错。,1533423947261,"['https://yanxuan.nosdn.127.net/c1ba30a521b401e07f4e599fb9911c68.jpg', 'https://yanxuan.nosdn.127.net/2e290936f032a9c92f6144e3f5185e44.jpg']",,3,,5,1193005,M,黑色
4341,1****4,,确实很舒适，不过觉得承托力不够,1538603099960,[],,4,,5,1193005,M,黑色
4342,卷****舒,,很柔滑，可能是小了一码，腰部松紧有点紧，其它部分都合适,1538218671843,[],,4,,5,1193005,M,黑色
4343,1****8,,下面松紧带有点儿勒，其他都好,1565669068310,[],,3,"{'id': 90343115, 'createTime': 1565744854578, 'content': '下围勒得不舒服，不建议买', 'picList': [], 'commentReplyVO': None}",4,1193005,L,肤色
4344,1****2,,穿着很舒服，只是自己码数买小了，有点儿小悲伤,1529819644196,['https://yanxuan.nosdn.127.net/93d48672b8c02822d6668a5e8fff9784.jpg'],,1,,5,1193005,M,黑色
4345,范****h,https://yanxuan.nosdn.127.net/e54735b8fc551c4756b615112d089fa1.jpg,很舒服，等天气好一点，洗了穿。,1533385390137,['https://yanxuan.nosdn.127.net/c5548bfa41cb7c25308b0ce2a6e95e96.jpg'],,2,,5,1193005,S,肤色
4346,1****7,,还不错，就是里面的垫子略厚😂,1565604640588,[],,4,,5,1193005,L,黑色
4347,范****h,https://yanxuan.nosdn.127.net/e54735b8fc551c4756b615112d089fa1.jpg,同事推荐的。,1533385396784,['https://yanxuan.nosdn.127.net/a86284b96dcedb39d5101cde51b2e87b.jpg'],,2,,5,1193005,S,黑色
4348,m****2,https://yanxuan.nosdn.127.net/f919c4c8be603e9be0a8ee4a9656fb99.jpg,,1533312697803,['https://yanxuan.nosdn.127.net/d6cc392da35ffb07136f2c885fc4857d.gif'],,6,,5,1193005,L,肤色
4349,l****7,,最大号也小了，不能退，留到瘦了穿吧，如果有那么一天,1538471560779,[],,4,,5,1193005,L,黑色
4350,m****2,https://yanxuan.nosdn.127.net/0e91ebaa012d3e649900691609724b1f.jpg,很舒适，透气，但是穿久了会松,1565333188545,[],,3,,5,1193005,M,黑色
4351,E****y,,蛮舒服，一开始看着小小的一点点，担心码小了，结果正好。运动时肩带不易滑落。,1565604786862,[],,6,,5,1193005,M,肤色
4352,l****9,https://yanxuan.nosdn.127.net/1bbafcf97abd04ff1b315960b05ebab3.jpg,忘记拍照了，给女儿用的，夏天也不热，也不勒很舒服。,1529476000935,['https://yanxuan.nosdn.127.net/48890af67916044a35f2c0cb0c4d28f6.jpg'],,5,,5,1193005,L,肤色
4353,橙****,http://yanxuan.nosdn.127.net/e454edef0a2f5432776408240a9ff965,系统默认好评,1565287389664,[],,3,"{'id': 89993207, 'createTime': 1565404213615, 'content': '在网易买了十几个产品，这是第一个要给差评的商品。这个Bra 胸下部分与肋骨交界处，一穿就外翻 卷边，后背没有不舒适的感觉。以及，这个Bra设计得胸部非常外扩，显得胸型很难看。唯一有点好的，就是这个材质比较舒服。 改善建议：胸部以下与肋骨交界处做加厚处理 以避免卷边外翻，胸型胸垫做聚拢优化。', 'picList': [], 'commentReplyVO': None}",1,1193005,S,黑色
4354,s****w,http://yanxuan.nosdn.127.net/168127fe4b3f729b36f2ac609f7b363d,小了换货,1565613888851,[],,3,,5,1193005,M,肤色
4355,n****y,http://nos.netease.com/mail-online/0086ebadf3395cef4d31c85476322d62/mail180x180.jpg,刚拿到手的时候觉得好小一件啊，不过穿上身发现弹力很大，面料亲肤，很柔顺，喜欢，会回购的！,1521427694243,['https://yanxuan.nosdn.127.net/71a535d14604d0a2b47fa1814118a026.png'],,2,,5,1193005,S,肤色
4356,m****0,,手感很好，很舒服，平时75b买的m码，还没穿，看着应该差不多,1523942415704,['https://yanxuan.nosdn.127.net/8576606bfeff020a42b337bc160e805d.jpg'],,1,,5,1193005,M,肤色
4357,年****,https://yanxuan.nosdn.127.net/2772c0d2e69d1a6c408b0e78efa0951f.jpg,回购无限回，去年自己用的好，就给妈妈也买了，很舒服，今年继续。,1523697259212,['https://yanxuan.nosdn.127.net/37cf89a76adc1429b9a543cc79518704.jpg'],,5,,5,1193005,L,肤色
4358,1****3,,买完就降价了，太悲伤😔了,1565320293918,[],,4,,5,1193005,L,肤色
4359,1****5,,对得起这个价格，里面的海绵一般。穿起来还是很舒适,1536887066418,[],,2,,5,1193005,S,肤色
4360,f****r,https://yanxuan.nosdn.127.net/3d74eff05b502e63856864cc9b73227f,内衣质量很好，穿着很舒服，适合平时穿着。会回购的一款产品。严选的质量就是好，值得信任，家里边好多物品都是严选的，信任严选，你值得拥有。哈哈哈哈哈,1532479677787,['https://yanxuan.nosdn.127.net/9c48eefc5bbb83f4999ae2442465bcbd.jpg'],,3,,5,1193005,M,黑色
4361,睡****懒,http://tva4.sinaimg.cn/crop.0.0.1002.1002.180/711518adjw8fc35og84yzj20ru0rutam.jpg,回购无数遍，穿过最舒服的内衣。尤其是夏天穿真的舒服到爆炸(穿其他内衣真的好热～～～ 这款内衣简直就是小胸星人的大福利～～～,1530716394871,['https://yanxuan.nosdn.127.net/8f5b8b7e6c5ed382b495bcdd5cc83ae1.gif'],,3,,5,1193005,M,肤色
4362,S****E,http://yanxuan.nosdn.127.net/ac89e0074134393c1333df2ce0d0a457,质量可以，就是内心垫子会乱跑，中间应该缝起来,1536366020888,[],,5,,5,1193005,S,肤色
4363,孤****,http://yanxuan.nosdn.127.net/e94385d24a314e7ffac97dcd0501e66a,看有很多好评才买的，没想到穿是挺舒服的，但材质像丝袜的材质，感觉会容易坏，而且上身效果太差。若是以前可以免运费退货，早就被我退了。,1565410502565,[],,4,"{'id': 89994236, 'createTime': 1565410667786, 'content': '刚刚收货就发现降价了，晕……', 'picList': [], 'commentReplyVO': None}",5,1193005,M,肤色
4364,卡****,https://yanxuan.nosdn.127.net/0a6a58e8511ececc81a63a65bd87f377.jpg,换了L码，售后非常好！,1565149141464,[],,5,,5,1193005,M,黑色
4365,1****6,,颜色比我拍图要深一点，面料很舒服不是那种冰丝的，很透气。穿上胸型也很好，我买过很多这种类型的内衣，就这个最满意，只有一点就是垫子可能会跑,1535876824389,['https://yanxuan.nosdn.127.net/43ad76a3e38896e923709c8cd110eec5.jpg'],,3,,5,1193005,M,肤色
4366,拉****,https://yanxuan.nosdn.127.net/c3ff092b39015f02be1ff711ecee7ef1,老婆说很好，穿着比较舒服，比较舒服,1532138989928,"['https://yanxuan.nosdn.127.net/d32255b74c2adcf671772f475a0ce5b6.png', 'https://yanxuan.nosdn.127.net/53d5dd2131809affe327dea3faddab85.png']",,5,,5,1193005,M,黑色
4367,w****y,,好快的速度！之前买了两次，感觉最大码也还是太紧了，最好手洗，防止磨损，穿起来很舒服！,1536108434458,[],"{'id': 20213847, 'replyContent': '您的满意，一直是我们的追求，有您的支持我们会努力做的更好，期待您的再次光临！', 'createTime': '2018-09-05 09:21:59'}",1,,5,1193005,L,肤色
4368,1****0,,买了几次黑色，这次入个肤色,1564941048934,[],,5,,5,1193005,M,肤色
4369,拉****,https://yanxuan.nosdn.127.net/c3ff092b39015f02be1ff711ecee7ef1,听老婆说不错，穿着很舒服.,1532138933390,['https://yanxuan.nosdn.127.net/a26aba24ce942f9bf7932ac3c988de46.jpg'],,5,,5,1193005,M,肤色
4370,疯****丹,https://yanxuan.nosdn.127.net/ef8e5fb8a6ede758aa8a2ee756bc2da1.jpg,非常容易松，变形。穿几次就扔了,1565062661296,[],,5,,3,1193005,M,黑色
4371,1****1,,有点味道,1564794152929,[],,4,,5,1193005,M,肤色
4372,程****2,http://yanxuan.nosdn.127.net/4295cd415eb9d8d6412d090bbc3eccad,穿着像没穿一样，舒服没有紧绷感，只是胸型变形了,1565324852277,[],,4,,5,1193005,M,黑色
4373,m****2,https://yanxuan.nosdn.127.net/0e91ebaa012d3e649900691609724b1f.jpg,很舒适，透气，但是穿久了会松,1565333201923,[],,3,,5,1193005,M,肤色
4374,拉****,https://yanxuan.nosdn.127.net/c3ff092b39015f02be1ff711ecee7ef1,舒服，舒服，舒服，舒服，舒服，舒服，舒服,1532139044795,"['https://yanxuan.nosdn.127.net/d32255b74c2adcf671772f475a0ce5b6.png', 'https://yanxuan.nosdn.127.net/53d5dd2131809affe327dea3faddab85.png', 'https://yanxuan.nosdn.127.net/d06a281728345536ca3b3a54d0079ad1.png']",,5,,5,1193005,M,肤色
4375,1****9,,还是黑色的好,1564710910563,[],,3,,5,1193005,L,黑色
4376,d****9,https://yanxuan.nosdn.127.net/0fcc16cd7b6d8174a8a767c862263959.jpg,很棒的宝贝，值得购买,1531965299228,['https://yanxuan.nosdn.127.net/f62da054a67c36be8a000d9fefad6c03.jpg'],,3,,5,1193005,S,黑色
4377,S**** ,https://yanxuan.nosdn.127.net/a63ab1a1c7921a4d57f49e7a5100bf33.jpg,摸起来很舒服，看起来有点小,1565011062601,[],,3,,4,1193005,M,黑色
4378,m****n,,物品描述和实物相符，手感好，品质好。,1531894434965,['https://yanxuan.nosdn.127.net/88bd9853c51f5479938d4ea024ecef4a.jpg'],,1,,4,1193005,L,肤色
4379,t****1,,好穿 怎么下架了呢,1531921858521,['https://yanxuan.nosdn.127.net/4ff52e91038fd350c6d28ed1d6836db3.jpg'],,2,,5,1193005,M,黑色
4380,1****9,,不晓得为啥是这样的？？,1564710890073,['https://yanxuan.nosdn.127.net/aa387d1198189b40d607ee7403ce93ef.jpg'],"{'id': 20332291, 'replyContent': '亲爱的用户，看到您的留言后，我们第一时间为您核实，目前已致电您处理~针对您提到的情况，小选也会反馈相关团队努力完善，若有其他疑问，欢迎咨询联系客服人员为您解答，祝您生活愉快~', 'createTime': '2019-08-02 18:06:00'}",3,,1,1193005,L,肤色
4381,t****1,,好穿 为什么下架了,1531921855770,['https://yanxuan.nosdn.127.net/d8ce687e3ca3cfdb18dc05720406a0c1.jpg'],,2,,5,1193005,M,肤色
4382,盈****风,,尺码严重不准，S号感觉是给小学初中生穿的，90斤163厘米的人都穿不进去这是S号吗？既然是不能退换的东西，就请尺码准一点，不然就是坑害欺骗消费者！,1536024508686,[],"{'id': 20214603, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰~关于您反馈的情况，小选已经记录下来并带给相关团队，已安排相关团队人员与您联系咨询相关情况，后期也会不断优化改进~希望您能一如既往地支持严选，祝您购物愉快！', 'createTime': '2018-09-05 16:38:09'}",5,,1,1193005,S,肤色
4383,k****姐,http://yanxuan.nosdn.127.net/b5aa142a50f97c22e90b34cb64a4f57a,不好，形状有问题,1563685759759,[],,4,,3,1193005,L,肤色
4384,m****4,https://yanxuan.nosdn.127.net/8cddf32c9841cd40ec8f4228cf52a222.jpg,尺寸偏小，送的才没退,1564728126492,[],,5,,3,1193005,S,黑色
4385,j****t,http://nos.netease.com/mail-online/0a242b8e503752b38e124725ee7896b4/mail180x180.jpg,好穿，穿着很舒服，就是里面的海绵垫上面的衬布容易掉…,1563716578925,[],,4,,5,1193005,L,肤色
4386,l****n,https://yanxuan.nosdn.127.net/1b5b37bf055d8a4c7cf51456605f7487.jpg,"s码太小了
但是已经洗了没办法了
158cm，104斤",1563725374720,[],,5,,5,1193005,S,黑色
4387,m****n,,货品质不错，舒服。,1531894332426,['https://yanxuan.nosdn.127.net/716a2ce272f50b1cacb724f3d7cf07e2.jpg'],,1,,4,1193005,L,黑色
4388,m****2,https://yanxuan.nosdn.127.net/9615cd0ad6550a62dd4ab6636a91147f.jpg,手感是真舒适，就是我75A下胸围略微有点紧。M又怕罩杯那儿太大。先穿穿再说,1564732788002,[],,4,,5,1193005,S,肤色
4389,常****娜,https://yanxuan.nosdn.127.net/68927228d3641d617633c69dd8d2ffea,超级舒服，面料滑滑的，妈妈帮我收衣服时还说穿这种还行，所以再入两个给妈妈。参考167/130斤买的大号。可以的,1523851166239,['https://yanxuan.nosdn.127.net/a3e73850131cf72df7fd43437f91c3a7.jpg'],,4,,5,1193005,L,肤色
4390,m****7,https://yanxuan.nosdn.127.net/9938b44eddb2ec3d9526b5e8eb29a17c.jpg,质量不错，运动穿很好。,1531581825666,"['https://yanxuan.nosdn.127.net/4137705082151bd8d386f68c681089d6.jpg', 'https://yanxuan.nosdn.127.net/8283da90afd5bc38d175ff5e2d6fc897.jpg']",,4,,5,1193005,M,肤色
4391,s****3,,面料手感和以前买的相比有些不同，面料更硬一点。可能厂商是不同的,1535816177564,[],,5,,5,1193005,M,黑色
4392,w****a,https://yanxuan.nosdn.127.net/9aa29108f763b387ea8e745f6ccb4dde.jpg,这个一般吧，感觉有点过誉了，胸小的人可以尝试下，不过显小哦,1535379102703,[],,6,,5,1193005,L,肤色
4393,1****4,https://yanxuan.nosdn.127.net/e66b30a88492057e9afb2e3fa203025d.jpg,挺舒服！生玩孩子以后步入小胸行列！呵呵！关键人还胖成球！,1524579144045,['https://yanxuan.nosdn.127.net/29b121b617247b484b027d9fb754b820.jpg'],,3,,5,1193005,M,肤色
4394,m****6,,系统默认好评,1561162804855,[],,3,"{'id': 88370990, 'createTime': 1563781040817, 'content': '起球', 'picList': [], 'commentReplyVO': None}",3,1193005,S,肤色
4395,s****9,,胸垫洗的时候老是跑出来。,1535442384350,[],,3,,5,1193005,M,黑色
4396,亮****,https://yanxuan.nosdn.127.net/64f8acb0785daeafae1b23c4eb416263,舒服的很好喜欢,1531136230079,['https://yanxuan.nosdn.127.net/acec780f25fceba4bfee5fce14e5f1f6.jpg'],,5,,5,1193005,S,肤色
4397,j****t,http://nos.netease.com/mail-online/0a242b8e503752b38e124725ee7896b4/mail180x180.jpg,好穿，就是里面的海绵垫容易脱,1563716553163,[],,4,,5,1193005,L,黑色
4398,H****y,http://yanxuan.nosdn.127.net/03509ba706eb250078fcbb8b2d687608,"黑色掉色这么严重是怎么回事？
昨天穿它出门，外面穿最爱的一件t恤。夏天太热衣服都湿了，晚上回家一看——浅色t恤胸口后背全被染成黑色！无法原谅，差评！",1562751181618,[],"{'id': 20329039, 'replyContent': '您好，感谢您对网易严选的关注~此款商品采用氨纶混合棉纶裸织，直接的柔嫩体验，棉柔似婴儿~洗涤时建议手洗，最高洗涤温度为40℃哦~初次使用会有轻微掉色的现象，建议您可以尝试使用温盐水浸泡清洗后在阴凉处晾干，会有效减轻的哦~感谢您一直以来对严选的支持~祝您购物愉快哦~', 'createTime': '2019-07-11 17:30:58'}",3,,1,1193005,S,黑色
4399,y****0,https://yanxuan.nosdn.127.net/5ca7df7bf1bf38db7c3bee0036ae8004.jpg,一般般，胸垫给人感觉怪怪的……,1535381022696,[],,5,,5,1193005,S,肤色
4400,k****3,,先先后后买了六七个了吧，对于不喜受约束一族来说很舒服。但后来围度比起处紧了一点点，另外，太热的天，垫子虽薄但还是憋汗不透气。希望能出质感更好一点的舒服文胸。,1535714442346,[],,3,,5,1193005,L,肤色
4401,亮****,https://yanxuan.nosdn.127.net/64f8acb0785daeafae1b23c4eb416263,不错的舒服的,1531136679788,['https://yanxuan.nosdn.127.net/0d1384cba43ceced07c5f336fad7520c.jpg'],,5,,5,1193005,M,黑色
4402,彩****瑶,http://yanxuan.nosdn.127.net/97a0b5d4cc3527e57b0367d9bd3428a0,非常柔软贴身，如果能把内垫不容易移位就更好了,1528901507183,['https://yanxuan.nosdn.127.net/270cd8a4fee0d744e96ef0c905401fcf.jpg'],,5,,5,1193005,L,黑色
4403,j****i,https://yanxuan.nosdn.127.net/f58ed73b8c7746b2afcf52aa1097cf8d.jpg,第一次买严选的产品，包装很好，穿上很舒服，下次还会买的,1525996336412,['https://yanxuan.nosdn.127.net/0a48a141fb2753442e53cdeb44d939b0.jpg'],,4,,5,1193005,M,肤色
4404,王****,https://yanxuan.nosdn.127.net/e6dab58cc625a7f197c9800128d9f8c3,短短的小bra挺好穿的，适合夏天穿深色裙子的时候打底,1561532389074,[],,5,,5,1193005,M,黑色
4405,淙****,http://yanxuan.nosdn.127.net/b86bdb16500a98e568f7a272ad0cae27,一般吧，四十几块买的，看到评论有人二十几三十几买的，胸大的建议不要买,1535361403413,[],"{'id': 20207937, 'replyContent': '您好，感谢您对网易严选的关注~严选一直致力于为消费者提供优质的产品与服务，由于每次的活动不同，优惠情况也有所区别，您可以关注我们的官方微博或者主站页面查看活动信息哦~希望您一如既往地支持严选~祝您购物愉快！', 'createTime': '2018-08-28 14:50:18'}",2,,3,1193005,M,肤色
4406,m****g,https://yanxuan.nosdn.127.net/53c88eb3a4c024f6b8255f4346eee922.jpg,材质柔软细腻，包装很好！快递速度快！赞，已经有中了严选的毒了！,1524195316446,['https://yanxuan.nosdn.127.net/c902b4343d6363db306dae34d276b7f7.jpg'],,3,,5,1193005,M,黑色
4407,v****2,https://yanxuan.nosdn.127.net/7b026d02cf1e128dda270edd8ae81fa4.jpg,料子很舒服，穿上没有束缚感，款式也好看，满意。买了一黑一肉色。,1524140118834,"['https://yanxuan.nosdn.127.net/cac1ae565e971ac181ca4434fd3394fa.jpg', 'https://yanxuan.nosdn.127.net/6b088c26615cb38acbb5fac0f5447795.jpg', 'https://yanxuan.nosdn.127.net/dfa6fc0e25a922ca5da9218fca872519.jpg']",,2,,5,1193005,L,肤色
4408,C****n,https://yanxuan.nosdn.127.net/05f5450c0e17fd255cb48eb6ee6a96d1.jpg,好舒服，完全没有被勒的感觉，第一次买就直接买了两件，也是看到评价几乎都说很好穿，穿后立马介绍同事买，价格不贵,1526899043116,"['https://yanxuan.nosdn.127.net/85b5683915c298fec4c37b3c04c607fb.jpg', 'https://yanxuan.nosdn.127.net/407ade14b824b9463c58a882db32cea5.jpg']",,2,,5,1193005,L,肤色
4409,1****8,,摸着很柔软，洗了等穿了看看，如果好的话会回购,1525265166400,"['https://yanxuan.nosdn.127.net/898c3384a35e393e7833996e84f90c26.jpg', 'https://yanxuan.nosdn.127.net/f0fd3b72e68a0ca3f55a6c3d5a208f4a.jpg']",,2,,5,1193005,M,肤色
4410,娜****,https://yanxuan.nosdn.127.net/39b7656fb9940b660c086876eaefbecd,回购的，贼好穿，舒服的就像没穿一样,1529418231876,['https://yanxuan.nosdn.127.net/37982920cec9dabe68a10c9f2838bd8f.jpg'],,5,,5,1193005,L,黑色
4411,1****4,,不是很好穿！特别是热天更不方便啊！,1561743572226,[],,3,,4,1193005,L,肤色
4412,小****爰,http://yanxuan.nosdn.127.net/9d26a18ae08c222276fc1b29d9372ba9,很好穿，肩带不会滑落，推荐好多人买了。,1535344692561,[],,2,,5,1193005,M,黑色
4413,胡****芳,,非常差，海绵垫会移动。,1561636026748,[],,3,,3,1193005,L,肤色
4414,N****a,https://yanxuan.nosdn.127.net/e708a51ee2e7a792f6c6941e93d79e27,很舒服，比穿内衣爽多了，唯一的缺点是胸垫会到处乱跑,1561074286742,[],,3,,4,1193005,S,黑色
4415,i****l,https://yanxuan.nosdn.127.net/2991db10c4bdf734f30441fe608ddca5.jpg,有点点起球哦,1535342293005,[],,1,,5,1193005,S,黑色
4416,D****u,http://q.qlogo.cn/qqapp/101330628/A2795BC195B22AC683160D12D077C523/100,不错，不错,1530111556180,['https://yanxuan.nosdn.127.net/251dd92c885915fce6bd1477dffe67c3.jpg'],,2,,5,1193005,M,肤色
